year,quarter,price,totexp,"year, quarter",Average Price per quarter,Average total exp per quarter
2007,3,0.9189797,"$6,687,949",,,
2007,3,0.9471063,"$17,122,103",,,
2007,3,0.9635412,"$4,079,248",,,
2007,3,0.9754882,"$22,579,255",,,
2007,3,1.012975,"$24,310,569",,,
2007,3,1.014349,"$18,177,589",,,
2007,3,1.024452,"$9,596,475",,,
2007,3,1.062502,"$18,003,878","2007, Q3",0.989924175,"$15,069,633"
2007,4,0.9866827,"$36,050,386",,,
2007,4,1.021795,"$8,095,488",,,
2007,4,1.048548,"$24,101,251",,,
2007,4,1.061112,"$6,583,505",,,
2007,4,1.067806,"$23,386,447",,,
2007,4,1.128828,"$30,717,872",,,
2007,4,1.14635,"$19,418,834",,,
2007,4,1.203579,"$11,805,769","2007, Q4",1.083087588,"$20,019,944"
2008,1,0.9728912,"$19,529,130",,,
2008,1,1.005035,"$26,035,210",,,
2008,1,1.044541,"$4,868,030",,,
2008,1,1.049882,"$20,334,696",,,
2008,1,1.054279,"$10,226,286",,,
2008,1,1.081849,"$7,557,873",,,
2008,1,1.09615,"$27,666,511",,,
2008,1,1.142374,"$21,244,025","2008, Q1",1.05587515,"$17,182,720"
2008,2,1.009286,"$24,420,254",,,
2008,2,1.018556,"$9,206,142",,,
2008,2,1.037873,"$5,286,018",,,
2008,2,1.063491,"$19,694,054",,,
2008,2,1.067934,"$20,302,551",,,
2008,2,1.091056,"$25,111,349",,,
2008,2,1.133638,"$5,906,476",,,
2008,2,1.180298,"$20,314,225","2008, Q2",1.0752665,"$16,280,134"
2008,3,1.041727,"$23,475,232",,,
2008,3,1.049992,"$4,407,080",,,
2008,3,1.056319,"$9,667,055",,,
2008,3,1.058649,"$6,067,253",,,
2008,3,1.068639,"$17,562,087",,,
2008,3,1.098172,"$19,769,564",,,
2008,3,1.160802,"$24,716,394",,,
2008,3,1.176244,"$17,323,389","2008, Q3",1.088818,"$15,373,507"
2008,4,1.093353,"$9,509,024",,,
2008,4,1.096748,"$8,174,213",,,
2008,4,1.10049,"$36,247,145",,,
2008,4,1.143076,"$28,509,119",,,
2008,4,1.145111,"$27,511,093",,,
2008,4,1.170117,"$26,317,965",,,
2008,4,1.176631,"$10,958,005",,,
2008,4,1.211451,"$22,669,006","2008, Q4",1.142122125,"$21,236,946"
2009,1,1.039178,"$27,042,882",,,
2009,1,1.045705,"$5,150,934",,,
2009,1,1.090673,"$5,492,791",,,
2009,1,1.095757,"$22,263,935",,,
2009,1,1.102743,"$10,111,257",,,
2009,1,1.139062,"$22,863,387",,,
2009,1,1.140964,"$26,688,280",,,
2009,1,1.205343,"$19,702,547","2009, Q1",1.107428125,"$17,414,502"
2009,2,0.9775786,"$4,746,495",,,
2009,2,1.023111,"$24,672,907",,,
2009,2,1.091319,"$21,813,256",,,
2009,2,1.104188,"$26,176,384",,,
2009,2,1.12501,"$9,900,616",,,
2009,2,1.126521,"$24,525,268",,,
2009,2,1.139951,"$6,378,660",,,
2009,2,1.16542,"$20,169,407","2009, Q2",1.094137325,"$17,297,874"
2009,3,0.9833979,"$5,452,018",,,
2009,3,1.042598,"$25,709,583",,,
2009,3,1.061922,"$19,162,796",,,
2009,3,1.073756,"$9,607,477",,,
2009,3,1.080285,"$22,638,474",,,
2009,3,1.118993,"$22,267,995",,,
2009,3,1.208819,"$17,766,405",,,
2009,3,1.214497,"$6,165,991","2009, Q3",1.098033488,"$16,096,343"
2009,4,1.038205,"$8,409,718",,,
2009,4,1.038921,"$7,994,782",,,
2009,4,1.064409,"$38,795,919",,,
2009,4,1.069002,"$27,497,262",,,
2009,4,1.079945,"$26,252,501",,,
2009,4,1.102232,"$32,266,646",,,
2009,4,1.114301,"$12,028,668",,,
2009,4,1.156359,"$20,697,819","2009, Q4",1.08292175,"$21,742,915"
2010,1,0.974873,"$5,548,855",,,
2010,1,1.030597,"$6,298,286",,,
2010,1,1.057433,"$9,821,831",,,
2010,1,1.083325,"$27,006,514",,,
2010,1,1.097131,"$21,219,944",,,
2010,1,1.102438,"$22,892,382",,,
2010,1,1.105455,"$28,758,976",,,
2010,1,1.253588,"$19,466,671","2010, Q1",1.088105,"$17,626,682"
2010,2,1.032713,"$9,153,460",,,
2010,2,1.037928,"$4,993,285",,,
2010,2,1.057065,"$21,893,322",,,
2010,2,1.083349,"$27,062,506",,,
2010,2,1.119677,"$6,646,757",,,
2010,2,1.125358,"$30,671,299",,,
2010,2,1.15166,"$21,440,588",,,
2010,2,1.198328,"$18,599,216","2010, Q2",1.10075975,"$17,557,554"
2010,3,1.01549,"$5,631,338",,,
2010,3,1.049819,"$25,035,583",,,
2010,3,1.06255,"$8,547,885",,,
2010,3,1.081609,"$4,929,861",,,
2010,3,1.109579,"$18,932,986",,,
2010,3,1.169346,"$19,867,529",,,
2010,3,1.210906,"$15,681,729",,,
2010,3,1.237965,"$26,396,420","2010, Q3",1.117158,"$15,627,916"
2010,4,1.048853,"$7,285,552",,,
2010,4,1.097642,"$37,462,180",,,
2010,4,1.110059,"$11,549,659",,,
2010,4,1.134093,"$8,529,293",,,
2010,4,1.15307,"$29,015,534",,,
2010,4,1.159996,"$26,554,217",,,
2010,4,1.185081,"$38,754,384",,,
2010,4,1.192271,"$22,086,040","2010, Q4",1.135133125,"$22,654,608"
