year,quarter,price,totexp,"year, quarter",Average Price per quarter,Average total exp per quarter
2009,4,0.6721938,"$2,860,679",,,
2009,4,0.6844013,"$945,442",,,
2009,4,0.7149509,"$2,042,264",,,
2009,4,0.7498708,"$804,129",,,
2009,4,0.8118731,"$4,927,328",,,
2009,4,0.8377395,"$1,845,017",,,
2009,4,0.869007,"$755,978",,,
2009,4,0.8984189,"$2,930,100","2009, Q4",0.779806913,"$2,138,867"
2010,1,0.677219,"$863,844",,,
2010,1,0.719044,"$1,896,609",,,
2010,1,0.7281448,"$3,369,040",,,
2010,1,0.7472318,"$804,155",,,
2010,1,0.8125571,"$5,794,674",,,
2010,1,0.8283346,"$2,138,847",,,
2010,1,0.8517327,"$2,464,697",,,
2010,1,0.8571896,"$1,190,681","2010, Q1",0.7776817,"$2,315,318"
2010,2,0.6696939,"$920,973",,,
2010,2,0.7010218,"$1,598,601",,,
2010,2,0.7198414,"$2,607,926",,,
2010,2,0.7224668,"$1,744,582",,,
2010,2,0.7624636,"$633,872",,,
2010,2,0.8036854,"$3,671,534",,,
2010,2,0.8406054,"$4,834,095",,,
2010,2,0.8508763,"$677,441","2010, Q2",0.758831825,"$2,086,128"
2010,3,0.6649796,"$834,528",,,
2010,3,0.6691548,"$2,465,560",,,
2010,3,0.6823831,"$1,392,107",,,
2010,3,0.7747682,"$639,677",,,
2010,3,0.7959628,"$1,241,278",,,
2010,3,0.8073777,"$709,650",,,
2010,3,0.8166938,"$3,689,611",,,
2010,3,0.8182775,"$3,013,496","2010, Q3",0.753699688,"$1,748,238"
2010,4,0.7155414,"$929,787",,,
2010,4,0.7490629,"$2,870,247",,,
2010,4,0.7691516,"$1,558,647",,,
2010,4,0.7710481,"$1,905,776",,,
2010,4,0.8369531,"$678,333",,,
2010,4,0.8658146,"$2,689,909",,,
2010,4,0.9819194,"$963,512",,,
2010,4,1.003421,"$3,167,909","2010, Q4",0.836614013,"$1,845,515"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
